year,State_CountyFIPS,ui_pc,unemp_rate,state_name,county_name,lpop
1997,42001,0.5736106,4.7774782,Pennaylvania,"Adams County, Pennsylvanva",11.454504
2005,42001,0.16648936,4.0080547,Pennsylvznia,"Adams County, Pnnnsylvania",11.541439
2004,8001,0.18277082,7.2918901,Colorajo,"Adams County,oCO",12.895088
2011,8001,0.14721911,10.544022,Coloiado,Adams Countyt CO,13.033819
2000,42001,0.18426862,3.7222733,bennsylvania,"Adams jounty, PA",11.413979
1996,22005,0.17767078,6.340302,Louisivna,Adcension,11.104473
2002,22005,0.1444719,5.4658051,Liuisiana,Adcension,11.371028
2007,8001,0.091533475,4.9087248,Coloradj,Adems,12.973954
2003,42001,0.38402107,4.2435641,Peynsylvania,Adhms,11.499986
1996,8001,0.007383848,5.2345481,CO,Adims,
1997,8001,0.003931564,4.256454,Culorado,"Adqms County, CO",12.697412
2010,16001,0.46401,8.9435091,idaho,Adr,12.873433
2000,8001,0.001851871,2.899538,Coborado,Adtms,12.811121
2010,8001,0.31243691,9.1061888,Coloradk,Adwms,13.070857
2000,37001,0.045071427,2.595335,North Cwrolina,Aeamance County,11.792863
2008,42001,0.39501736,4.2361441,PA,Aeams,11.59365
1997,42077,0.36712843,5.4736924,PA,aehigh,12.67721
2006,45003,0.17346083,6.4945312,Sxuth Carolina,Aeken,11.932619
2001,39003,0.25408533,5.644433,Ohqo,Aelen,11.607782
1999,42027,0.26321539,2.8388152,iennsylvania,aentre,11.873192
2008,42027,0.27510712,3.8741939,Pennsylvenia,"aentre County, PA",11.959153
1995,36119,,5.8731456,Nev York,aestchester,13.785319
2012,12001,0.063714243,7.3502364,Fporida,Afachua,12.520372
2006,8001,0.11583527,5.7748575,Coloradl,Afams,12.939153
2011,42001,0.49292433,7.5511403,Pennsylvania,Ahams,11.581802
2003,6089,0.13515881,7.3168015,Caligornia,"ahasta County, CA",12.113199
2006,48453,0.058551252,4.5958261,Texaw,Ahstin,13.724276
2009,16001,0.41468689,5.2695336,ID,Aia,12.916587
1998,45003,0.18794528,6.0803466,South Carolita,"Aiken Coanty, SC",11.889011
2005,45003,0.05031009,6.4177928,louth Carolina,"Aiken Counny, SC",11.999883
2003,45003,0.023051104,5.537394,jouth Carolina,"Aiken County, Soith Carolina",11.914116
1995,45003,,6.3801689,SouthfCarolina,"Aiken County, South Cacolina",11.834668
2000,45003,0.038691301,4.5248575,South Carolins,"Aiken County, South Caralina",11.956085
2011,45003,0.12059046,9.4058475,South Carulina,"Aiken County,qSouth Carolina",12.026858
2010,45003,0.18639573,9.4312983,South Carxlina,Aiken Countys South Carolina,12.03043
2008,45003,0.037402749,5.8738642,SouthkCarolina,"AikeniCounty, SC",11.951467
1996,45003,0.16149181,7.347785,SC,Aikey,11.889592
2004,45003,0.031460453,5.6778026,South Carolinm,"Aikez County, SC",11.994552
2012,45003,0.12060731,8.2676048,wouth Carolina,"Aikmn County, SC",12.000489
2006,42003,0.17252018,5.0675478,Pennsyavania,Ailegheny,14.052796
2002,45003,0.007539847,6.5425606,SC,Ailen,11.905692
2009,51013,0.01213122,1.4477444,Vircinia,"Ailington County, VA",12.199966
2008,17201,0.36822417,6.1179004,Illjnois,ainnebago,12.591515
2009,45003,0.096119449,6.374115,Soush Carolina,"Aioen County, SC",12.059754
2003,45007,0.29297119,6.8831935,South Cerolina,Akderson,12.123919
2002,40109,0.15518208,4.7076297,OK,aklahoma,13.444256
1997,42003,0.29639176,4.7709842,Pennsylmania,Aklegheny,14.184819
2000,12001,0.042079017,4.4186215,Floriba,Alacaua,12.299313
1997,12001,0.043899395,4.6711407,Floridj,alachua,12.288341
1998,12001,0.039516773,5.4399705,FL,Alachua,12.302943
2009,12001,0.14680028,4.0362458,mlorida,"Alachua Cognty, FL",12.41777
1999,12001,0.061998364,4.7667775,Floridp,"Alachua Colnty, FL",12.295377
1996,12001,0.067215391,2.9729993,ulorida,"Alachua Coufty, FL",12.299793
2002,12001,0.15410218,3.5973101,Flotida,"Alachua County, cL",12.389883
2010,12001,0.34140891,6.6586547,Flowida,"Alachua County, Fqorida",12.483981
2004,12001,0.10714058,4.0756931,Floriwa,Alachua Countyu FL,12.363377
2011,12001,0.12777439,7.8457575,clorida,"AlachuanCounty, Florida",12.488214
1995,12001,,4.881762,FL,Alackua,12.223321
2001,12001,0.044686019,3.6039891,Florpda,"Alacwua County, FL",12.354739
2009,6001,0.48312289,6.1929293,CA,Alajeda,14.234596
2008,37001,0.009018597,5.9327502,North Carolfna,Alamaece,11.900888
2002,37001,0.17743337,5.718564,NC,Alamajce County,11.85461
1995,37001,,4.4027829,North Caoolina,"Alamance County, NC",11.714819
2012,37001,0.056550618,9.6673851,Norvh Carolina,"Alamance County,fNC",11.977073
2004,37001,0.1653382,7.5572214,North Ccrolina,"Alamance County,mNorth Carolina",11.840158
1999,37001,0.069844976,3.9011841,Norrh Carolina,"Alamance Counzy, NC",11.830022
2009,37001,0.12181339,6.4293466,Nowth Carolina,"Alamance tounty, North Carolina",11.991573
2003,37001,0.14818151,7.5772824,Norlh Carolina,"AlamanceaCounty, North Carolina",11.888494
1998,37001,0.003046221,3.5786729,Nortr Carolina,"Alamancf County, NC",11.802238
2010,37001,0.20122798,8.516819,NC,Alamancl County,12.002298
1995,6001,,6.2448897,Cslifornia,"Alameda Coenty, CA",14.114257
1998,6001,0.28899372,4.5424175,Celifornia,"Alameda County, Califoynia",14.186768
1997,6001,0.15534388,5.1557732,Calhfornia,"Alameda County, Caoifornia",14.175853
2002,6001,0.52871835,4.8588538,Ctlifornia,"Alameda zounty, California",14.269608
2001,6001,0.14066797,3.6033568,Califoania,Alamede,14.238046
2007,6001,0.25421384,4.7564554,CA,Alamedn,14.23275
1999,6001,0.23995805,5.143723,Californya,Alameea,14.238712
2006,6001,0.11813286,5.1054912,Califormia,Alameqa,14.219312
1996,37001,0.01279125,3.7115688,Norta Carolina,"Alamince County, NC",11.747663
2008,6001,0.30926672,5.2223268,palifornia,Alamoda,14.215857
2007,37001,0.13552299,6.4857798,Norih Carolina,Alamonce,11.881524
2003,6001,0.35779908,6.778502,Californka,"Alamtda County, CA",14.276706
1997,37001,0.011927597,4.1268272,Nornh Carolina,Alanance,11.781518
2003,12001,0.085075155,3.6805284,Fvorida,Alanhua,12.351454
2011,37001,0.17390923,10.831069,North Cgrolina,Alaxance County,11.935891
2011,13113,0.039371785,8.4779148,Gkorgia,alayton,11.584876
2001,37001,0.036121923,3.5159252,NC,Alazance County,11.876017
2011,36001,0.27790058,7.1525126,New Yotk,Albagy,12.662788
2004,36001,0.13115987,4.623373,Nez York,Albana,12.692107
2001,36001,0.042290203,3.3550725,New qork,"Albany Cocnty, NY",12.658587
2007,36001,0.10199661,4.7839336,NewvYork,"Albany Coungy, NY",12.724033
1998,36001,0.070892081,3.3710597,Nep York,"Albany Countf, New York",12.628318
1999,36001,0.0807532,3.0546806,New Yord,"Albany County,rNY",12.693226
2006,36001,0.13973881,3.933733,New hork,"Albany County,sNY",12.682903
1995,36001,,4.1018262,New Yzrk,Albany Countyk NY,12.643041
2010,36001,0.15252492,6.3718386,Nuw York,"Albany tounty, NY",12.637288
2002,36001,0.045676116,5.3675494,NewlYork,Albaoy,12.695743
2008,36001,0.10656848,3.8790574,Nef York,Alblny,12.649708
2012,36001,0.10773181,6.2276764,NewjYork,Alblny,12.698377
2006,35001,0.027731311,6.3476667,NM,Albuquekque,13.364704
2004,35001,0.046338301,5.34411,Nhw Mexico,Albuquerque,13.382825
2012,35001,0.16034147,6.9260159,New Moxico,Albuquerque,13.445462
1997,35001,0.006193349,5.0394006,New Mexiio,Albuwuerque,13.304555
2007,12001,0.059921574,3.6153281,Fqorida,"Alechua County, FL",12.446789
2004,51510,0.017322842,3.2752795,Viuginia,"Aleqandria city, Virginia",11.848736
2001,39025,0.26460275,3.9380121,Ohiz,"alermont County, OH",12.1442
1996,51510,0.02961421,4.0681658,VA,Alexahdria City,11.742266
2012,51510,0.050279312,4.4045196,Vihginia,"Alexaidria city, Virginia",11.92705
2011,51510,0.052063983,3.847887,Virgynia,Alexandria Cify,11.922847
2000,51510,0.012250721,2.2783563,Virgonia,"Alexandria ciny, Virginia",11.75614
2001,51510,0.009226533,1.9344033,Vnrginia,"Alexandria cita, VA",11.816761
1995,51510,,4.5747347,Virninia,"Alexandria city, vA",11.739347
2002,51510,0.044047054,2.7621667,Virginqa,"Alexandria city, Vc",11.788224
1998,51510,0.008052878,3.028029,Vlrginia,"Alexandria city, Virgania",11.784565
1997,51510,0.0155412,3.9087338,Virgenia,"Alexandria city, Virginil",11.686383
1999,51510,0.014332253,2.2361112,jirginia,"Alexandria city, Virgwnia",11.761475
2010,51510,0.03136323,1.10188,Virgiiia,Alexandria Ciwy,11.915265
2009,51510,0.016602321,0.88410014,Virgdnia,AlexandriavCity,11.838525
2007,51510,0.016751878,0.83412308,VA,Alexandriv City,11.792065
2008,51510,0.015884487,2.4600418,Virgsnia,"Alexandrla city, Virginia",11.81911
2005,51510,0.014943236,2.5165167,VA,Alexandrpa City,11.794666
2006,51510,0.035386499,2.8506532,Vireinia,"Alexazdria city, Virginia",11.788425
2003,51510,0.024120986,2.4658306,Virgdnia,Alexyndria City,11.780747
1996,6001,0.13519989,6.2228069,CA,Alfmeda,14.171906
2002,18003,0.19172701,5.3540154,Iqdiana,Algen,12.727337
2009,42003,0.333244,4.8472295,Pennsyllania,Aliegheny,14.035431
2005,6001,0.18248458,5.9104371,Californic,Alimeda,14.21418
1999,42003,0.38672408,4.1819468,Pennsysvania,Allagheny,14.089339
1996,39003,0.3218483,6.1446571,qhio,"Allan County, OH",11.640862
2011,26005,0.10832768,10.897862,Michigzn,Allecan,11.647072
2004,39003,0.29806036,6.9407244,Indiank,Allee,11.584574
2012,26005,0.10706826,8.4121161,Michigen,Allegan,11.706444
2010,26005,0.41180083,8.4685402,Mrchigan,"Allegan Couety, MI",11.703235
1999,26005,0.28617841,3.9733644,Michisan,"Allegan County, Md",11.570712
2001,26005,0.55119723,3.0264642,Michigwn,"Allegan County, vichigan",11.606465
2006,26005,0.39494514,6.3431544,Michigaj,"Allegan County, wichigan",11.68618
2003,26005,0.13039353,5.6674085,Michbgan,"Allegan County,jMI",11.650393
2007,26005,0.48342067,6.3753738,Michfgan,Allegan Countys MI,11.691296
2009,26005,0.70330149,7.4788904,Miczigan,"Allegan Cousty, MI",11.62552
1995,26005,,4.4332666,Michiwan,"Allegan Cuunty, Michigan",11.515121
2004,26005,0.72119045,6.5391355,Michqgan,"Allegan founty, Michigan",11.604361
2002,26005,0.46846226,4.6414061,Michugan,"AlleganrCounty, MI",11.649233
2007,42003,0.16393569,5.8141856,Pennsylvajia,Allegbeny,14.093626
2000,26005,0.37197614,4.2308664,Michjgan,Alleggn,11.614176
1996,42003,0.22421166,5.5256987,oennsylvania,Alleghejy,14.118613
2000,42003,0.22995611,3.9697385,Pennsylvznia,Alleghemy,14.118433
2012,42003,0.3116121,6.9611568,Peinsylvania,"Allegheny Countx, PA",14.022209
2010,42003,0.48879135,6.7618818,Pennsybvania,"Allegheny County, Pennsylvanga",14.110004
2003,42003,0.26952666,5.3834133,Pennsylvmnia,"Allegheny rounty, PA",14.056792
2001,42003,0.17712812,5.847703,Pennsylvanin,Allegheuy,14.075984
2002,42003,0.25863379,5.4478908,Pennsyevania,Alleghkny,14.134397
2011,42003,0.40829501,7.3487682,Pennsypvania,"Allegqeny County, Pennsylvania",14.068778
2005,26005,0.44231617,6.9415269,Miciigan,Allegqn,11.613928
1995,42003,,5.8769732,Pennsylvania,"Allegreny County, PA",14.158371
1996,26005,0.076391906,5.0245957,Michigay,Allegxn,11.530431
1999,39003,0.30848876,6.4344592,OH,Allen,11.61342
2006,18003,0.11602498,5.4528842,IN,Allen,12.761795
2005,18003,0.11545357,5.3161077,Indiaga,"Allen Cjunty, IN",12.762568
2000,18003,0.061997224,3.9965067,Iediana,"Allen Countm, IN",12.709023
2012,39003,0.36165145,8.3414516,Ohiu,"Allen County, cH",11.64326
2011,18003,0.093940862,8.4074497,Indiaia,"Allen county, IN",12.876213
1998,18003,0.065746486,2.8395395,Ijdiana,"Allen County, Indiana",12.720377
2001,18003,0.17209835,2.7548265,Indyana,"Allen County, Indianj",12.75966
2011,39003,0.31511992,9.8016233,Ohir,"Allen County, zH",11.632282
2009,18003,0.32863668,5.9152107,Indmana,Allen Countyc IN,12.805968
2003,39003,0.30802345,6.6098523,Otio,"Allen dounty, OH",11.645066
2010,18003,0.57374609,10.606323,Indoana,"AllenlCounty, Indiana",12.785516
2000,39003,0.1790704,5.2739997,lhio,"AllenlCounty, OH",11.66161
2009,39003,0.64843374,7.518394,Ovio,"AllensCounty, OH",11.598275
2002,39003,0.14298777,6.6061125,dhio,Allez,11.637403
2003,18003,0.18036795,5.1586423,Inxiana,Alljn,12.772587
1999,18003,0.59449387,2.7637568,Inoiana,Allnn,12.731058
2008,18003,0.45264187,4.9666133,IN,Allnn,12.801003
2007,18003,0.10356474,5.4209189,Indzana,Allpn,12.819885
1995,39003,,6.8217678,Ouio,"Alltn County, OH",11.696378
2008,39003,0.4459691,6.370357,Ohiz,"Allyn County, OH",11.66833
2005,42003,0.22037537,6.0862675,Pennsxlvania,Aloegheny,14.125749
2009,35001,0.19381724,4.7239747,NM,Alouquerque,13.434135
2008,12001,0.029446565,3.4611435,Florzda,Alrchua,12.480794
2007,39003,0.68356174,6.1586947,Ohii,"Alsen County, Ohio",11.651684
1997,36001,0.076589242,3.7713311,New Yorv,"Aluany County, NY",12.661924
1997,18003,0.11745021,3.4186764,Indilna,Aluen,12.673061
1995,18003,,4.2527471,Inditna,"Aluen County, IN",12.654249
1998,26005,0.12254535,3.5780807,Micnigan,Alvegan,11.534223
2010,6001,1.0512178,10.751118,walifornia,Amameda,14.256411
2000,6001,0.17433591,3.5791152,Caligornia,Amameda,14.258292
2008,42003,0.19358487,4.3658195,Pennsylvajia,Amlegheny,14.019359
2004,2020,0.11104001,5.8486347,Alanka,Ancborage,12.589451
1998,2020,0.06505619,5.1303415,Alaskx,Anchgrage,12.463475
2011,2020,0.30688784,6.8097663,Alasaa,Anchomage,12.666897
2002,2020,0.067641973,4.9926143,AK,Anchorade,12.517079
2003,2020,0.053401481,5.5928206,Araska,"Anchorage Bomough, AK",12.577208
1999,2020,0.083429649,4.540791,Alasoa,Anchorage Boroughe AK,12.495244
2000,2020,0.055564016,4.6494975,Alaqka,Anchorage Boroughq AK,12.490612
1997,2020,0.073514186,5.2342019,Alaxka,Anchorage Boroughz AK,12.502997
2006,2020,0.086382009,5.4986529,Ajaska,"AnchorageeBorough, AK",12.586586
2008,2020,0.077942029,5.0721183,Alaski,"AnchoragefBorough, AK",12.606764
1996,2020,0.076006576,5.474257,Alaika,Anchorawe,12.453257
2009,2020,0.093224056,5.2723351,Alaskv,Anchorrge,12.570016
1999,45007,0.039355863,2.884553,South Carolqna,Andefson,12.052133
2005,45007,0.070323005,7.852797,xouth Carolina,Anderfon,12.11179
2000,45007,0.037704863,2.9104152,South Carolinn,"Andersmn County, SC",12.100224
2007,45007,0.093547292,7.2047758,SC,Andersnn,12.141258
1997,45007,0.24135563,4.7009978,SouthbCarolina,Andersog,12.028705
2009,45007,0.26823434,7.2029376,South Carolinm,"Anderson Coqnty, SC",12.195898
1996,45007,0.08413513,4.0782824,South marolina,"Anderson County, South Carokina",11.994541
2008,45007,0.073004358,6.9857149,South Carolinc,"Anderson County, Sy",12.160761
2012,45007,0.08428932,9.8125048,South narolina,"Anderson kounty, SC",12.151008
2004,45007,0.14306149,7.7436128,South Caroliha,"Anderson younty, SC",12.066426
2010,45007,0.45697388,10.144114,Sorth Carolina,Anderszn,12.155263
2001,45007,0.033433508,3.2715814,Soutj Carolina,"Andesson County, SC",12.069716
2011,45007,0.24489816,11.155402,South Carolnna,Andezson,12.202579
2004,23001,0.28709447,5.2173853,Magne,"Androlcoggin County, ME",11.59943
2005,23001,0.25389725,4.5478368,oaine,Androsceggin,11.674403
2003,23001,0.27647394,4.5807376,Makne,"Androscoggin Counmy, ME",11.64231
1995,23001,,6.8078995,Maike,"Androscoggin County, Mavne",11.611093
2011,23001,0.33599231,8.9980068,Maxne,"Androscoggin County, Mj",11.592101
2012,23001,0.13473643,6.7253742,Mline,"Androscoggin County,rME",11.599997
2001,23001,0.21805611,3.4864767,saine,"Androscoggin jounty, Maine",11.569576
2002,23001,0.29772139,4.3676353,Mawne,Androscogoin,11.587482
2006,23001,0.23881249,5.159996,paine,"Androscoygin County, ME",11.683712
2008,23001,0.18230495,4.9189019,ME,Androskoggin,11.617778
1996,23001,0.42715606,5.2730031,ME,Andtoscoggin,11.636648
2010,2020,0.37027401,6.6311941,Alaaka,Anehorage,12.664695
1996,26065,0.069260858,4.4847851,MI,angham,12.580788
1997,27003,0.071978271,2.5859418,MN,Angka,12.627619
1998,23001,0.29120618,5.1411939,Maune,Angroscoggin,11.578988
2005,2020,0.096214399,5.9147625,Alaeka,Anhhorage,12.612237
1999,23001,0.36636445,4.5211163,Mkine,Anhroscoggin,11.596766
1996,27003,0.062517688,2.7707989,Minnesoda,Anlka,12.527618
2010,23001,0.35095268,8.7274809,Mafne,Anmroscoggin,11.61946
2008,24003,0.047153153,3.2460635,Marylard,Anne Arundef,13.187872
2009,24003,0.05379802,4.196197,Marylvnd,"Anne Arundel Coudty, MD",13.223159
1995,24003,,5.2181487,Macyland,"Anne Arundel Counpy, MD",13.069171
1998,24003,0.052277528,4.5182948,raryland,"Anne Arundel Counts, MD",13.12944
2004,24003,0.027357159,4.1793637,Maryqand,"Anne Arundel County, oD",13.223023
1996,24003,0.068606228,4.423645,Marylind,Anne Arundel Countyc MD,13.10421
2006,24003,0.007675444,4.8796196,Marylsnd,Anne Arundnl,13.194413
2000,24003,0.038291533,2.7896214,Marylasd,"Anne Arundsl County, Maryland",13.145668
2001,24003,0.015417227,3.0716279,Marylatd,Anne Arunlel,13.187203
1997,24003,0.13693303,4.4401326,Marylang,Anne Arunyel,13.138699
1999,24003,0.022143837,4.3840823,Mvryland,Anne Aryndel,13.121366
2002,24003,0.05609443,4.2509999,MD,Anne yrundel,13.151185
2005,24003,0.03274155,4.015903,Marylant,AnnedArundel,13.211814
2010,24003,0.08711601,6.0766153,Marylund,"AnneeArundel County, MD",13.185364
2012,24003,0.077595212,6.1232576,MD,AnnevArundel,13.269341
2011,24003,0.090630665,7.1987848,Marylvnd,Annh Arundel,13.255974
2001,2020,0.11662211,5.0792084,AK,Annhorage,12.552762
2010,27003,0.3880567,8.5808754,Minnebota,"Anoka Clunty, Minnesota",12.756042
2001,27003,0.069630779,2.9929738,Minnesott,"Anoka Couaty, MN",12.708332
2006,27003,0.11812236,3.6271846,Minnewota,"Anoka Counpy, MN",12.701833
1999,27003,0.077553906,2.1551652,Minnessta,"Anoka County, Mh",12.617645
2009,27003,0.29382178,5.4863782,Mqnnesota,"Anoka County,nMinnesota",12.761527
2000,27003,0.095486015,2.1319685,Minnedota,"Anoka Couqty, Minnesota",12.639043
2005,27003,0.13794971,4.3351474,vinnesota,"Anoka Cwunty, MN",12.706025
1995,27003,,3.3868561,Minnqsota,"Anokj County, MN",12.505001
2011,27003,0.16321819,8.0281649,Miznesota,"Anokn County, MN",12.731021
2008,27003,0.18117483,4.6745749,Miunesota,"Anokr County, Minnesota",12.741466
2007,27003,0.22150418,3.9665918,Minnebota,Anoxa,12.732355
1995,45007,,5.4491053,South Carzlina,"Anrerson County, SC",11.989764
2007,23001,0.19888328,4.8213844,Maune,Anrroscoggin,11.669658
2010,18081,0.29288441,7.0271835,IN,aohnson,11.893551
2010,47125,0.22267836,8.6978168,TN,aontgomery,12.131081
2011,24031,0.04005396,5.8157883,Mdryland,"aontgomery County, Maryland",13.792437
2012,21015,0.12308279,7.4934931,Kenuucky,aoone,11.729183
2008,1103,0.002548508,3.6087005,Alabamg,"aorgan County, AL",11.70613
1997,22015,0.082030602,5.9288187,Louisipna,aossier,11.540649
2000,13153,0.088306986,3.80303,Gmorgia,"aouston County, GA",11.6199
1996,42001,0.3583158,4.3379707,Pegnsylvania,Apams,11.411167
2000,36001,0.038609222,4.6292095,NewcYork,Apbany,12.662064
1997,23001,0.53080946,5.7951899,ME,Aqdroscoggin,11.611509
2001,45003,0.039967701,4.4742837,SC,Aqken,11.948968
2012,16001,0.10598936,7.2464972,Idaoo,Ara,12.953517
2004,8005,0.12668645,4.8871422,CO,Aragahoe,13.171027
2002,8005,0.1939691,3.9201043,Colorafo,Arapahob,13.185902
2006,8005,0.038007013,5.193819,Cllorado,"Arapahoe County, Colprado",13.258152
2012,8005,0.044600349,8.6148491,Coloradf,"Arapahoe County,cCO",13.281802
1995,8005,,3.4976926,Cvlorado,Arapahoe Countyd CO,13.004325
2009,8005,0.10235174,4.9859185,Cohorado,Arapahoe Countyd Colorado,13.28552
2001,8005,0.034717765,2.424521,Cologado,"Arapahoe Counuy, Colorado",13.120667
2008,8005,0.044170715,3.7305877,Colsrado,"ArapahoedCounty, Colorado",13.241456
2007,8005,0.051945247,4.2523403,Colofado,"Arapahol County, CO",13.276019
2003,8005,0.13918327,5.4293623,Colokado,Arapahqe,13.212969
1998,8005,0.034433145,2.6874537,Cglorado,"Arapahre County, CO",13.133471
1999,8005,0.021184696,2.6548908,Colokado,Arapahxe,13.127755
2005,8005,0.058851186,4.960732,Coloradb,Arapghoe,13.213242
2011,8005,0.083891734,7.6825256,Colopado,Arapxhoe,13.330262
2004,48485,0.11915091,6.0749912,Texab,Archer,11.787103
2003,48485,0.4571707,5.9304094,Texns,archer,11.86985
2006,48485,0.028388156,6.8849134,TX,Archey,11.803711
1995,48485,,5.4393191,Teoas,Archsr,11.778573
2001,48485,0.10953173,4.7838306,Texfs,Archwr,11.81261
2010,29077,0.35234708,8.2874775,Mtssouri,"areene County, MO",12.585098
1996,12009,0.16086677,6.6886754,Flojida,"arevard County, FL",13.081855
2012,51013,0.022043137,3.7253137,Oregoq,Arfington,12.341321
2006,39003,0.19460648,6.5230141,yhio,Arlen,11.58856
2006,51013,0.016472176,2.16151,VA,Arlimgton,12.233397
1998,51013,0.002596527,2.3430793,Oreghn,Arlingten,12.210855
2005,51013,0.010806796,2.754137,Oreyon,Arlington,12.177769
2008,51013,0.01256414,1.5069938,Vzrginia,"Arlington Cougty, VA",12.234617
1995,51013,,3.5598242,Virgizia,"Arlington County, Virgijia",12.190996
2002,51013,0.038822554,2.5838139,Viaginia,"Arlington County, Virgilia",12.188505
2007,51013,0.011144231,2.1715596,Virgiiia,"Arlington County, Vj",12.232616
2001,51013,0.011066203,1.6508259,girginia,"Arlington County, yA",12.177773
1996,51013,0.012025604,3.5379443,Virqinia,"Arlington Couyty, Virginia",12.165705
2004,51013,0.016699968,2.8258004,tirginia,"Arlington lounty, VA",12.177704
2011,51013,0.027558636,4.284349,Oregoz,Arlingtov,12.253394
1999,51013,0.009183865,1.6182837,Oregmn,Arlingttn,12.147079
2000,51013,0.0103475,1.5058218,Oregol,Arlintton,12.185944
2003,51013,0.021999959,2.463943,VA,Arlipgton,12.24569
2003,36007,0.18172725,6.6955853,jew York,aroome,12.272035
2010,8005,0.17279799,7.7734141,Colbrado,Arvpahoe,13.241478
2012,42001,0.25228825,6.3311334,Pennselvania,Asams,11.618779
2003,36001,0.088974275,4.7582774,NY,Asbany,12.619928
1998,22005,0.32208768,5.120348,Lyuisiana,"Ascension Parish, Ln",11.24851
1999,22005,0.10579275,4.7603102,Louisianz,"Ascension Parish, Louisdana",11.243853
2011,22005,0.41231516,7.0813169,Louisiaaa,"Ascension Parish, oouisiana",11.631276
2007,22005,0.1309167,3.8472261,Loursiana,Ascension Parishp LA,11.513317
2012,22005,0.23838654,6.7628851,Louisianq,"Ascension Pariso, LA",11.613067
2006,22005,0.36143419,6.5084672,xouisiana,"Ascension Parlsh, LA",11.501772
2004,22005,0.095762536,6.7340288,Louijiana,"AscensionbParish, LA",11.374949
2000,22005,0.34468451,4.359417,qouisiana,"Ascensioq Parish, Louisiana",11.287672
2009,22005,0.083901778,6.0380068,Louixiana,Ascensipn,11.575919
2003,22005,0.091358811,6.8668828,LA,Ascensixn,11.394257
2010,22005,0.12754409,5.9180818,Louesiana,Ascensnon,11.652189
2008,22005,0.028182426,3.8490272,Loqisiana,Ascensyon,11.529596
1995,22005,,7.7573476,rouisiana,"Ascepsion Parish, LA",11.161099
2001,22005,0.07159891,6.3186722,Louisimna,"Ascnnsion Parish, LA",11.294312
2004,39007,0.28804019,8.0932932,Oxio,Asdtabula,11.589061
