year,State_CountyFIPS,ui_pc,unemp_rate,state_name,county_name,lpop
1995,1069,,6.0341506,Alabara,"Hodston County, AL",11.351031
2009,1069,.038993578,5.1083846,Alabema,Houswon,11.568741
1998,1069,.010843824,4.4312625,Alabaza,"fouston County, Alabama",11.438941
2000,1069,.022322213,5.1849079,Alabamt,"Houston County, yL",11.487897
1997,1069,.0023011942,5.3605599,Alafama,"Hduston County, AL",11.366008
2006,1069,.015291049,3.8101594,Alabama,"Holston County, Alabama",11.531963
2004,1069,.0013289129,5.7499356,AL,eouston,11.441152
2012,1069,.11369255,8.4297161,ylabama,"Houston Counly, AL",11.574869
2010,1069,.094418816,8.5998297,Alaaama,Houstob,11.610071
1999,1069,.13029583,5.762475,Aqabama,"Houstoh County, AL",11.468167
2005,1069,.011697761,5.854248,Alabaga,"Houstos County, AL",11.468337
2001,1069,.13689966,4.4535546,Alabrma,Houston,11.441611
1996,1069,.022575846,5.3034849,Alzbama,"Houfton County, AL",11.422916
2008,1069,.082894973,6.0129657,AL,Houjton,11.569946
1998,1073,.10799392,4.0101337,AL,wefferson,13.428699
2003,1073,.064244442,5.2146611,vlabama,Jefferson,13.477176
2010,1073,.36156562,8.8509674,AL,Jeffersok,13.454694
1996,1073,.061496362,4.3917885,Alobama,Jewferson,13.473841
2000,1073,.14388216,3.4051061,Alabema,"Jefferson County, iL",13.439163
1999,1073,.13987392,4.7267456,AL,Jeffeason,13.435289
2011,1073,.18998693,10.210622,Alzbama,"Jexferson County, Alabama",13.446991
2012,1073,.12522915,9.2455082,Ababama,Jefferson Countyj Alabama,13.435701
2009,1073,.19047345,5.6252799,Alabaya,"Jefferson County, Alabama",13.41247
1995,1073,,4.5138874,Auabama,"JeffersonbCounty, AL",13.414709
2006,1073,.019652689,4.4409842,Alabama,Jeffersln,13.435972
2008,1073,.035222054,3.9552667,Alapama,"Jefferson County, Azabama",13.452306
2007,1073,.05644197,6.5094652,AL,Jeffvrson,13.472164
1997,1073,.060444724,5.0001392,AL,Jeffersxn,13.435869
2005,1073,.010048205,5.2812676,Algbama,Jefforson,13.439342
2002,1073,.11236976,5.9797039,AL,Jefverson,13.464003
2001,1073,.071157552,4.0875201,Alsbama,mefferson,13.495785
2004,1073,.0080845002,6.6953964,blabama,"Jefferszn County, AL",13.452776
2002,1081,.048826367,4.1444397,Alabaqa,Lqe,11.76775
2008,1081,.26415145,3.7239017,Alabaea,"Lee Counta, Alabama",11.882857
2011,1081,.09314017,7.9136176,Alabkma,"Lee County,qAL",11.938339
2004,1081,.032643225,5.8636632,Alapama,hee,11.720932
1997,1081,.014870108,4.6097946,Ababama,"Lee Coundy, AL",11.539969
2005,1081,.27969602,4.9176621,Alabzma,Lev,11.752411
2007,1081,.16930096,3.4111478,Alaboma,Lme,11.840019
2006,1081,.024134904,3.7852688,Alababa,tee,11.784805
2001,1081,.14849041,5.7318707,AL,Lde,11.722336
1999,1081,.095067754,6.4560308,alabama,see,11.68282
2012,1081,.062587731,8.0491171,Alaxama,"Lee Counti, Alabama",11.969248
2009,1081,.097186476,5.9157343,Alybama,Lhe,11.894583
1996,1081,.010241176,6.7894764,Alabamx,"Leh County, AL",11.536411
2010,1081,.22808784,8.1632471,AL,Lbe,11.873667
1998,1081,.0011287393,3.7273834,Alabamn,"Lee County, AL",11.597258
1995,1081,,5.9688897,jlabama,"Lee Countg, AL",11.516605
2003,1081,.050673448,6.1370668,AL,Lbe,11.754554
2000,1081,.16433902,5.1361127,AL,Lec,11.666831
2009,1089,.080787651,4.4928751,ylabama,Manison,12.72166
1999,1089,.11005355,4.7831588,Alwbama,"Mafison County, AL",12.541882
2004,1089,.0059077861,4.7800794,AL,Madimon,12.667242
2008,1089,.019024393,4.9221592,Algbama,Madison,12.671231
2012,1089,.086984031,8.265871,Akabama,"Madvson County, AL",12.745606
2006,1089,.017832495,3.6563842,AL,Madisob,12.630414
2005,1089,.0010797802,5.2330012,AL,Madibon,12.64113
2007,1089,.038226906,3.9306211,glabama,"Madsson County, AL",12.735335
1996,1089,.064473674,4.4633832,AL,Madisoj,12.565688
1998,1089,.0074166749,2.9269576,Alhbama,Madimon,12.58332
1995,1089,,6.2535768,AL,Mwdison,12.568054
2002,1089,.1163897,3.998255,Alqbama,Madison,12.64285
1997,1089,.022813495,5.2394571,AL,Madismn,12.558385
2000,1089,.066475801,3.2037563,Alvbama,Madison Countyu Alabama,12.54066
2003,1089,.16650872,5.3139095,Alabami,"MadisonaCounty, AL",12.639855
2011,1089,.072834656,8.2815762,Amabama,"Madison Counts, Alabama",12.733023
2001,1089,.0085830875,3.6220198,Alabzma,Madkson,12.564287
2010,1089,.15261976,7.4195271,Anabama,"yadison County, Alabama",12.745251
2010,1097,.17443132,10.072165,Alabamn,"Mobqle County, AL",13.013257
1996,1097,.049210861,7.0455341,Alabamm,Mobioe,12.947532
2007,1097,.033445355,4.1235518,Agabama,"Mobile Countr, Alabama",12.957401
2011,1097,.11704031,8.8036499,Alavama,Mobite,13.026547
1995,1097,,7.2347212,dlabama,"Mobile Counts, AL",12.975978
1998,1097,.077966757,5.2779174,Agabama,"yobile County, AL",12.89691
1997,1097,.086703874,5.7904859,Asabama,Moqile,12.962503
2001,1097,.095395975,6.6004753,Alobama,"Mobile County, Ap",12.966953
1999,1097,.093273707,4.5935488,Alabbma,Mbbile,12.905174
2003,1097,.10061063,6.5320377,Ajabama,Mobilz,12.906948
2008,1097,.043046903,5.6482725,Alabamq,Mybile,12.925179
2005,1097,.02387407,6.5235524,Alabaea,"Mobile County, Alabams",12.928946
2000,1097,.13551587,5.462554,Alaqama,Mvbile,12.937179
2009,1097,.085631728,7.0944424,rlabama,Mobile Countyd AL,12.967085
2006,1097,.023082398,5.687604,Alabaua,"Mobiln County, AL",12.974112
2012,1097,.12644865,9.3716249,AL,Mobile,13.031334
2004,1097,.011889466,6.902246,Altbama,Mobele,12.962873
2002,1097,.42867586,5.778192,xlabama,"Mobile Couney, AL",12.901378
2010,1101,.13952985,9.6021957,Alxbama,"Montgomery County, sL",12.37159
2006,1101,.018918552,4.5094781,Alvbama,"Montgomery Counuy, Alabama",12.347728
2004,1101,.0030471117,7.1634235,AL,Montgpmery,12.409202
1998,1101,.0050493553,4.3901582,Alpbama,"Montgomery county, AL",12.384501
1996,1101,.027442332,5.3298125,Alabame,"Montgomery Ccunty, Alabama",12.368663
2007,1101,.041599914,4.117908,Alkbama,"Montgomery County, Alabana",12.39324
2009,1101,.10811909,6.1157346,Alebama,"Montgomery County, iL",12.398227
2008,1101,.015432036,4.2685676,Acabama,Montgomerb,12.381556
2001,1101,.02363167,4.269537,Alabamt,"Montgomepy County, Alabama",12.359982
2005,1101,.0055669704,5.7630954,Allbama,"MontgomerydCounty, AL",12.353779
1997,1101,.1333614,6.1025724,Alvbama,"Mowtgomery County, AL",12.315676
2012,1101,.0031902164,8.4843225,Apabama,"Montgomsry County, AL",12.409241
2000,1101,.060585305,3.8767166,Alabaaa,"Montgomury County, AL",12.383886
2011,1101,.14998084,9.5235195,Alabamo,Montgomers,12.364007
1995,1101,,6.6481829,Alabzma,lontgomery,12.380602
1999,1101,.046430185,3.6245842,Alabaha,"Montgomery County, Alabaqa",12.352546
2003,1101,.038007215,5.3801885,Algbama,"Montgomery County, Alkbama",12.397239
2002,1101,.10108499,5.4942403,Alabawa,Montoomery,12.317133
2010,1103,.28679827,9.21457,Alablma,"zorgan County, AL",11.73127
2009,1103,.3854923,5.4173665,Alabaha,"Morgan Couvty, Alabama",11.692643
1999,1103,.51132834,4.0686722,Alasama,"Morgan Cnunty, Alabama",11.658367
2004,1103,.0079684835,6.6347408,AL,Morgav,11.634557
1995,1103,,6.7665682,elabama,Morian,11.611617
2012,1103,.1206038,7.4772573,Alabamo,Morgai,11.784642
2008,1103,.0020071308,4.1754913,Alabamn,"MorganuCounty, AL",11.746128
2003,1103,.20553954,6.4773631,Alabame,Morgfn,11.6451
2001,1103,.018921355,4.3874397,Akabama,"Morgan Counti, AL",11.658624
2000,1103,.11475329,5.0726461,Alabaga,Mdrgan,11.664783
2007,1103,.11011635,4.0700817,Alsbama,"Morgan County, gL",11.728451
2006,1103,.0078902366,4.5286183,Anabama,"Morgan County, Alabima",11.688115
1998,1103,.069299407,4.7844849,Apabama,Morgad,11.62455
2011,1103,.084594853,10.666423,Alabamq,"Morgan Coknty, Alabama",11.714544
2002,1103,.20079555,6.1156039,Aladama,Morgae,11.679425
2005,1103,.072956748,6.0429521,elabama,Morgon,11.727576
1997,1103,.020911787,6.310133,AL,Morgnn,11.609942
1996,1103,.049345672,6.1585898,Alablma,Morian,11.678243
2001,1115,.03167503,5.9660549,Amabama,"St. wlair County, AL",11.103002
2010,1115,.27478349,10.034937,nlabama,"Stg Clair County, AL",11.409207
2007,1115,.046133302,3.8689063,AL,St Clain,11.332164
2005,1115,.0099722659,4.9283442,ylabama,St Clanr,11.220254
2003,1115,.046568502,5.1234922,Alapama,"St. Clair Cornty, AL",11.122404
2002,1115,.069766849,6.4379416,AL,Sq Clair,11.135506
1998,1115,.027629033,5.1220188,AL,StnClair,11.101725
2008,1115,.019706486,6.4726658,Alabamv,St Cyair,11.316945
2004,1115,.0055624912,5.2483611,ylabama,St qlair,11.189989
2009,1115,.058858924,5.324419,AL,St Clxir,11.339617
1999,1115,.078902259,3.8241303,Allbama,"St. Claia County, AL",11.067601
1997,1115,.038126156,3.4533517,AL,SthClair,11.078203
1995,1115,,4.048594,Alabamk,Sg Clair,10.992126
2011,1115,.08774659,8.5672264,AL,St Csair,11.419495
1996,1115,.03370782,4.0813656,Alabame,"gt. Clair County, AL",11.016887
2000,1115,.094333477,3.4460216,Alabamx,"St. Clair Cqunty, Alabama",11.133079
2012,1115,.096665561,8.277751,AL,StfClair,11.412792
2006,1115,.0098392144,3.9808903,Alpbama,"St. Clair County,yAL",11.237515
2001,1117,.035734002,3.3080173,AL,Shmlby,11.956085
2011,1117,.07165727,6.4288449,Amabama,"Shelby County, zL",12.263008
2008,1117,.018254437,4.6185226,Alabama,"Shelby Counjy, AL",12.218745
1996,1117,.0069095488,2.5124209,llabama,Shelby,11.731756
1999,1117,.075587928,1.9305199,Alabaml,"Shelby County, mL",11.852468
2005,1117,.003089031,3.3609989,Alaaama,Shelby,12.069945
1997,1117,.051119167,2.0928736,nlabama,lhelby,11.765612
2010,1117,.1668127,6.6963296,Alabamh,Shelwy,12.26338
2000,1117,.027349491,2.4861269,AL,yhelby,11.931006
1998,1117,.025946362,2.1065526,AL,Shelbi,11.867114
2007,1117,.015431869,2.788893,qlabama,Skelby,12.140579
1995,1117,,4.1913753,alabama,Sheaby,11.693295
2012,1117,.067603253,6.2593145,Alababa,"Shelby Countt, AL",12.213132
2002,1117,.14880866,3.0753193,Awabama,Shemby,11.970573
2004,1117,.0098360879,4.2745261,AL,Sheoby,12.003718
2003,1117,.073367245,3.5577705,AL,Shelfy,12.001116
2009,1117,.093003839,3.9292252,Acabama,"jhelby County, AL",12.22147
2006,1117,.010224611,3.1596406,Adabama,"Shelby County, nL",12.143799
1997,1125,.056192614,3.6654754,Allbama,"Tuscaloosa County, Altbama",12.05633
2005,1125,.006888771,5.9438772,Anabama,"Tusvaloosa County, AL",12.103156
1998,1125,.022994652,5.2653718,Alhbama,Tuscalooza,12.045821
2001,1125,.018740192,4.0746303,Alabema,"Tuscaloosa Ctunty, AL",12.095304
2007,1125,.02030893,3.6221051,wlabama,"Tuscaloosa County, hL",12.132413
2003,1125,.017937353,4.7137847,qlabama,Tusgaloosa,12.047549
2010,1125,.82217389,9.3043785,Alabamd,Tuscaloosa Countyo AL,12.233647
2002,1125,.256327,4.277967,Awabama,"Tuscaloosa Ccunty, Alabama",12.070568
2012,1125,.060255907,7.8383722,qlabama,Tusraloosa,12.237033
1999,1125,.060590573,2.960433,Alaqama,"Tusctloosa County, AL",12.012013
2011,1125,.29879498,8.6878586,Alabqma,"Tuscgloosa County, AL",12.21204
1995,1125,,4.7698946,Alabamt,Tusdaloosa,12.010306
1996,1125,.018663878,5.90903,clabama,Tuscaloosf,12.076088
2000,1125,.046690539,2.9842317,flabama,"Tuscalooxa County, AL",12.073406
2004,1125,.014562844,4.9688778,dlabama,"Tuscaloosa Counzy, AL",12.089586
2008,1125,.055256721,3.9258165,AL,Tuscaloosj,12.142001
2009,1125,.0090503721,6.4277897,AL,Tustaloosa,12.182255
2006,1125,.010679023,5.5926237,AL,Tuscalossa,12.080931
1996,1999,.062050875,7.3028669,Alwbama,"Unidentified Countiez, AL",25.188705
2011,1999,.1605608,11.70738,Alabama,"Unidebtified Counties, AL",25.363754
2004,1999,.063352369,7.4994459,AL,"Unidentified Counties, lL",25.244053
1998,1999,.050476346,7.1932087,AL,"Unidentified Coonties, AL",25.192635
2009,1999,.21650709,7.0128384,Alabamh,"Unidentified younties, AL",25.361347
1999,1999,.17577755,6.1674576,Alfbama,"Unidentified Counties, fL",25.2446
2003,1999,.26812071,7.129549,Avabama,"Unidentified Counties, AL",25.234207
1995,1999,,7.4731722,blabama,"Unidentified Counties, Av",25.103228
2012,1999,.15777777,10.742164,Alahama,"Unfdentified Counties, AL",25.321547
2006,1999,.029147387,5.0395308,AL,"UnidentifiednCounties, AL",25.289068
2005,1999,.03880151,6.853703,Alabaml,"Unidentified Counties,jAL",25.301193
2002,1999,.3394568,6.3507423,AL,"Unidencified Counties, AL",25.232981
2008,1999,.079863884,4.820684,Alabfma,"Unidentified Countles, AL",25.347942
2010,1999,.25984997,9.9640837,Albbama,"Unidenoified Counties, AL",25.317823
1997,1999,.0659367,7.0418739,Alwbama,"Unidentified Counties, Az",25.195843
2001,1999,.13640453,5.4637976,mlabama,"Uncdentified Counties, AL",25.25226
2000,1999,.17941615,6.3727903,Alvbama,"Unidentisied Counties, AL",25.205894
2007,1999,.098381236,5.1036921,AL,"Unidentifibd Counties, AL",25.301636
1995,2020,,5.5830255,Alawka,Aochorage,12.524061
2008,2020,.06704022,5.0827928,Alhska,"Akchorage Borough, AK",12.587726
2004,2020,.1011432,5.630609,Aqaska,"Anchorage aorough, AK",12.570674
2007,2020,.13319044,5.2980027,hlaska,"Anchorage Borouvh, AK",12.593746
2012,2020,.1535217,5.7880511,Alaskp,Ancporage,12.618692
2001,2020,.092783153,5.1293998,AK,Anchxrage,12.499063
2010,2020,.18899781,5.8438554,Alabka,"Anchorate Borough, AK",12.65689
2009,2020,.098164313,5.2513885,AK,Anchofage,12.613892
1996,2020,.089943364,5.3097653,Alqska,"Anchorage Municipality,pAlaska",12.52905
2003,2020,.058669645,5.7566538,Alaskd,"Anchorage Borough, xK",12.506029
1998,2020,.061126214,5.0789747,Azaska,Anchoryge,12.459746
1997,2020,.10262451,5.265202,Alasoa,"Anchorage Municixality, Alaska",12.516406
2002,2020,.067348816,4.983572,Alaskx,"Afchorage Borough, AK",12.512362
2005,2020,.10191538,5.9533672,alaska,"Anchorage Municipalxty, Alaska",12.556245
2000,2020,.044831052,4.7080922,Aleska,"Anchorage Borough, AK",12.548248
1999,2020,.053928178,4.7487035,AK,Anchordge,12.508174
2011,2020,.13397615,5.5811043,Alagka,"AnchorageuBorough, AK",12.646339
2006,2020,.066228926,5.3904161,Alasga,"hnchorage Borough, AK",12.532711
2001,2999,.16205877,7.3625803,Alnska,"Unidentifibd Counties, AK",23.518929
2006,2999,.10839071,6.6331248,claska,"Uiidentified Counties, AK",23.724869
1997,2999,.2367892,9.4440088,Alapka,"UnidentifiedsCounties, AK",23.38176
1996,2999,.10899375,9.1505785,Alasks,"Unidentified Counties, mK",23.397579
2004,2999,.14900586,8.7805614,AK,"Unidentifieb Counties, AK",23.549698
2010,2999,.74784464,8.8998404,Alagka,"Unidentified Coknties, AK",23.829674
1995,2999,,9.3311472,Alyska,"Unidentified Counties, bK",23.358236
2008,2999,.14379294,7.2522559,Aoaska,"Unidentified Coucties, AK",23.824448
2012,2999,.35761571,8.9821358,Alafka,"Unidentified Counlies, AK",23.977291
1998,2999,.12500635,6.6931806,AK,"Unidentrfied Counties, AK",23.476482
2011,2999,.389209,8.0033875,Aladka,"Unidentified Coonties, AK",23.866789
2009,2999,.20944415,7.4165316,Aoaska,"dnidentified Counties, AK",23.861702
2005,2999,.11590935,8.6317339,Albska,"Unidentified counties, AK",23.643845
1999,2999,.073711112,7.1146693,Alasha,"Unidentified Copnties, AK",23.466608
2000,2999,.05855982,8.1123133,Alaskm,"Uwidentified Counties, AK",23.51844
2002,2999,.049327765,7.3537149,Aljska,"Unidentified Courties, AK",23.473465
2003,2999,.088183641,7.0696688,hlaska,"Unidentified Counties,sAK",23.53721
2007,2999,.20226105,7.458396,AK,"Uaidentified Counties, AK",23.747066
2011,4003,.05612218,9.335784,Arizoma,Covhise,11.795902
1996,4003,.0042905123,9.9151545,Ahizona,Cocaise,11.685749
2010,4003,.13584165,7.6342192,Arizzna,iochise,11.791319
1999,4003,.017520159,7.0006928,drizona,"Cochise Coudty, AZ",11.681825
2001,4003,.020565048,5.7684307,AZ,Cocbise,11.72016
2006,4003,.021778446,7.0161362,hrizona,Cochipe,11.794564
2009,4003,.070636563,7.1723413,AZ,Cocuise,11.834583
2007,4003,.037524395,5.979949,Abizona,"rochise County, AZ",11.808864
2000,4003,.011967306,5.8881474,mrizona,"Cochise County, Ai",11.677238
1995,4003,,10.415647,Acizona,Cochise Countyp AZ,11.686302
2008,4003,.029209692,4.0674086,Arizena,"Cochbse County, AZ",11.844749
2005,4003,.041436005,4.9897099,Arizony,Cocyise,11.791601
2003,4003,.038440544,6.0157828,Arezona,Ctchise,11.746077
1998,4003,.044600192,10.31513,Arizonc,"Cochise Cownty, AZ",11.654374
2004,4003,.048497222,7.5169406,AZ,Cnchise,11.722493
1997,4003,.0090646856,9.7826843,prizona,hochise,11.652768
2012,4003,.09041971,9.5451984,Arbzona,"zochise County, AZ",11.870417
2002,4003,.038766686,6.1406503,Arizoja,Cocjise,11.722848
1996,4005,.036380053,6.7919302,Arizoaa,"Cocrnino County, AZ",11.648263
1997,4005,.041311137,8.7087069,Arizona,"Coconino Counzy, AZ",11.658729
1999,4005,.023362085,6.0859494,Arxzona,"Coconino vounty, AZ",11.687443
2010,4005,.38574389,8.3773336,Arizonf,"Coconinp County, AZ",11.871594
2005,4005,.19702114,5.3863001,AZ,joconino,11.792767
1995,4005,,9.0531063,Ariyona,Coconyno,11.609033
2002,4005,.10994592,5.0959744,AZ,Cmconino,11.726537
2007,4005,.060902532,4.6628146,Arizbna,"Cohonino County, AZ",11.823656
2011,4005,.14967266,6.9510722,Agizona,toconino,11.853382
1998,4005,.074525662,6.9993763,AZ,Covonino,11.733969
2012,4005,.19941217,6.9236832,Arvzona,Cocdnino,11.85937
2003,4005,.066724621,5.2569466,Arizoya,"CoconinocCounty, AZ",11.757281
2004,4005,.20617424,5.7570953,Awizona,"Coconino County, Arizora",11.785695
2001,4005,.0047386526,4.8918958,Arirona,"CoconinotCounty, AZ",11.679977
2006,4005,.14338207,4.9679885,yrizona,"Coconino wounty, AZ",11.760381
2008,4005,.063752368,3.8373454,Arizxna,"CoconinotCounty, AZ",11.840244
2000,4005,.0072978688,6.9369621,Awizona,"Coconigo County, Arizona",11.750728
2009,4005,.16068117,4.9276304,Arvzona,"Coconino County,eAZ",11.881407
2003,4013,.14154983,5.7032194,Arizoxa,Maricoxa,15.030255
1996,4013,.025816701,3.6648414,Arizony,Mwricopa,14.868352
2010,4013,.17281309,8.9218302,Arieona,"Maricopa Ciunty, AZ",15.220889
2007,4013,.018491773,3.7696378,drizona,Maricoxa,15.127264
2000,4013,.027355809,3.0488598,Arizzna,Magicopa,14.964898
2012,4013,.10349265,8.5256872,Aaizona,"Maricopq County, AZ",15.19283
1995,4013,,5.6142755,AZ,Msricopa,14.808494
2002,4013,.14838919,4.272542,Ahizona,"Maricoxa County, Arizona",14.978407
2005,4013,.050588124,4.7073188,Alizona,Mariwopa,15.13652
2011,4013,.099108629,7.3181691,Arizvna,Maricppa,15.187082
1998,4013,.015019369,3.0937262,Arizonx,"Maricopa County, eZ",14.914909
1999,4013,.045891475,4.2531481,AZ,Maricjpa,14.901864
2004,4013,.082016744,5.2560234,Arizona,Maricfpa,15.113696
2009,4013,.066444993,5.6552596,AZ,Marifopa,15.170129
2006,4013,.019615283,5.4388056,Arizdna,"Maricopa uounty, AZ",15.097881
1997,4013,.04209289,3.6086123,Adizona,"saricopa County, Arizona",14.859929
2001,4013,.040107049,3.2052207,Aritona,"Maricopa Cuunty, AZ",15.023623
2008,4013,.035521675,3.2084844,AZ,Maricopk,15.226843
2007,4015,.012226549,4.4562984,Arizoca,"Mohave County, Arizona",12.208462
2006,4015,.0037748099,5.8107176,AZ,Mohnve,12.17182
2001,4015,.026781688,5.4309325,Arizona,"Mohave Copnty, AZ",11.973341
2011,4015,.063289158,11.932877,AZ,Mohavi,12.22617
1999,4015,.082630098,4.5536532,Atizona,"MohaveuCounty, AZ",11.97459
1997,4015,.0026917458,7.5153818,Arvzona,"Mohavb County, AZ",11.834199
2009,4015,.056472123,7.224957,Aryzona,"Mihave County, Arizona",12.278525
2000,4015,.0004275885,4.883503,brizona,"Mohave County, Arizosa",11.987414
2004,4015,.038698059,5.0612154,AZ,Mhhave,12.063389
1998,4015,.012473409,6.521688,Arioona,"Mohave County, AZ",11.930511
1995,4015,,8.2943468,Arizova,"Mohave Counqy, AZ",11.749255
2008,4015,.020083962,4.6644826,krizona,Mehave,12.295421
2012,4015,.10471174,10.579892,Arizong,Mohavx,12.24239
1996,4015,.006496219,7.0685439,Arizono,Mohjve,11.795998
2003,4015,.054835021,5.7216706,Arizonx,Mohave,12.118371
2005,4015,.031470034,4.4423404,Arizosa,Mohaqe,12.150886
2002,4015,.063169762,4.8836045,Arizoza,xohave,12.007632
2010,4015,.07908719,9.868474,AZ,Mohavi,12.227221
2006,4017,.081656426,8.0405731,Arizoua,Navaqo,11.596584
1995,4017,,14.838995,AZ,Navano,11.447775
2008,4017,.064466581,6.3064413,Arxzona,Navajy,11.604644
2000,4017,.024498248,13.382936,Arizone,Navaao,11.499769
1997,4017,.047794174,15.929324,Arizona,"Navaqo County, Arizona",11.420679
2002,4017,.082487762,7.630712,Arrzona,"Navajo Countl, AZ",11.554724
1996,4017,.077181414,15.605791,Arizonw,"Navajo County,pAZ",11.43912
2004,4017,.14106004,8.6285105,nrizona,"Navajo County, Aoizona",11.613197
2012,4017,.12681834,14.728425,Arizonf,"davajo County, AZ",11.653315
2011,4017,.15175959,13.312263,Arizons,"Navajo County, zZ",11.666605
1998,4017,.11745954,15.367326,prizona,Nsvajo,11.502772
1999,4017,.036075734,12.732741,Arizjna,pavajo,11.516743
2007,4017,.10477301,7.5305548,Arizoqa,Navajo Countyu Arizona,11.613496
2005,4017,.098062113,10.211733,AZ,Navhjo,11.551425
2003,4017,.11703938,8.6044827,Awizona,"NavajooCounty, Arizona",11.54047
2001,4017,.044253953,9.6260939,AZ,wavajo,11.528208
2010,4017,.2792758,13.183073,Arizona,Navxjo,11.601708
2009,4017,.14098847,10.307916,Auizona,"Navujo County, AZ",11.679539
1996,4019,.019115439,3.4445994,Arizony,"Pima County,dAZ",13.646279
2005,4019,.078269094,6.617053,Arizhna,Pioa,13.803194
2010,4019,.12054165,7.6575108,Arizbna,"Pima Comnty, AZ",13.880881
2009,4019,.051315345,5.7222786,Asizona,Pimc,13.797069
2002,4019,.084633522,4.3557301,Ariwona,Pira,13.710095
2006,4019,.02882091,5.81987,AZ,vima,13.788646
2004,4019,.089370869,5.9667568,AZ,sima,13.713643
